Órgão,Unidade Gestora,Número Contrato,Fornecedor,Vig. Início,Vig. Fim,Valor Global,Núm. Parcelas,Valor Parcela,ministerio
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00019/2023,26.086.569/0001-05 - VERY TECNOLOGIA LTDA,15/08/2023,15/08/2025,"R$ 17.232.669,98",1,"R$ 17.232.669,98",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00020/2017,03.017.428/0001-35 - NCT INFORMATICA LTDA,07/04/2017,07/04/2018,"R$ 715.032,00",12,"R$ 59.586,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00021/2023,"10.258.323/0001-33 - UNIC SOLUTIONS  -  COMERCIO, IMPORTACAO  E  SERVICOS  DE  INFORMATICA  LTDA",05/10/2023,05/10/2025,"R$ 1.588.728,78",12,"R$ 132.394,07",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00021/2025,12.130.013/0003-26 - GLOBALWEB OUTSOURCING DO BRASIL S.A.,24/03/2025,24/03/2026,"R$ 16.529.154,60",12,"R$ 1.377.429,55",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,152005 - INES-RJ,00022/2024,35.194.946/0001-10 - 3STRUCTURE IT LTDA,08/04/2024,08/04/2029,"R$ 177.604,76",1,"R$ 177.604,76",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00023/2018,59.456.277/0003-38 - ORACLE DO BRASIL SISTEMAS LTDA,17/10/2018,17/10/2023,"R$ 4.665.925,49",12,"R$ 388.827,12",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00023/2022,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),17/08/2022,17/08/2025,"R$ 54.216,42",1,"R$ 54.216,42",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,152004 - IBC/RJ,00025/2017,07.094.346/0001-45 - G4F SOLUCOES CORPORATIVAS LTDA,16/10/2017,15/10/2023,"R$ 950.761,20",12,"R$ 79.230,10",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00025/2023,35.486.862/0001-50 - MOVX TECNOLOGIA LTDA,03/11/2023,02/11/2025,"R$ 18.000,00",1,"R$ 18.000,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00025/2024,54.144.564/0001-27 - X7 INFORMATION TECHNOLOGY LTDA,08/10/2024,08/10/2027,"R$ 13.780,00",1,"R$ 13.780,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,152005 - INES-RJ,00026/2023,32.578.387/0001-54 - PARK PLACE TECHNOLOGIES BRAZIL LTDA,02/01/2024,02/01/2029,"R$ 172.800,00",1,"R$ 172.800,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00026/2024,02.558.157/0001-62 - TELEFONICA BRASIL S.A.,13/12/2024,13/12/2027,"R$ 148.531,98",36,"R$ 4.125,89",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00026/2025,04.238.297/0004-21 - 3CORP TECHNOLOGY INFRAESTRUTURA DE TELECOM LTDA.,12/05/2025,12/05/2026,"R$ 6.904.350,00",12,"R$ 575.362,50",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00027/2023,03.535.902/0001-10 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,08/11/2023,07/11/2024,"R$ 1.850.103,00",1,"R$ 1.850.103,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00028/2019,05.205.057/0001-40 - MJP INFORMATICA E SERVICOS LTDA,25/10/2019,25/10/2024,"R$ 69.774,48",12,"R$ 5.814,54",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00028/2020,02.593.165/0001-40 - GARTNER DO BRASIL SERVICOS DE PESQUISAS LTDA.,18/12/2020,18/12/2025,"R$ 1.782.396,43",1,"R$ 1.782.396,43",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00028/2021,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,14/10/2021,14/10/2025,"R$ 844.584,48",12,"R$ 70.382,04",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00028/2022,04.699.854/0001-69 - GRG TECH ASSESSORIA EM INFORMATICA LTDA,22/11/2022,22/11/2027,"R$ 550.149,00",1,"R$ 550.149,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00028/2023,59.456.277/0003-38 - ORACLE DO BRASIL SISTEMAS LTDA,30/11/2023,29/05/2028,"R$ 12.975.470,70",1,"R$ 12.975.470,70",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,152005 - INES-RJ,00029/2024,48.431.950/0001-05 - GABRIEL ALEX RAMIRO MARTINS 22834623805,17/06/2024,17/06/2025,"R$ 1.116.761,00",1,"R$ 1.116.761,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,152005 - INES-RJ,00030/2024,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),16/06/2024,16/06/2027,"R$ 1.968,81",1,"R$ 1.968,81",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00031/2021,07.094.346/0001-45 - G4F SOLUCOES CORPORATIVAS LTDA,26/10/2021,26/10/2025,"R$ 3.111.131,52",12,"R$ 259.260,96",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00037/2021,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,28/12/2021,28/12/2022,"R$ 2.060.400,00",1,"R$ 2.060.400,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00038/2021,15.457.043/0001-78 - ADISTEC BRASIL INFORMATICA LTDA,23/12/2021,23/12/2026,"R$ 2.255.000,00",1,"R$ 2.255.000,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00039/2024,38.597.881/0001-42 - X.DIGITAL BRASIL SEGURANCA DA INFORMACAO LTDA,19/12/2024,19/12/2025,"R$ 1.286,76",1,"R$ 1.286,76",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00046/2024,43.883.458/0001-49 - LOGAN-IT COMERCIO E SERVICOS LTDA,31/12/2024,31/12/2027,"R$ 66.664,50",1,"R$ 66.664,50",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,00048/2024,26.086.569/0001-05 - VERY TECNOLOGIA LTDA,31/12/2024,31/12/2027,"R$ 3.392.650,00",1,"R$ 3.392.650,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,2024NE000064,49.125.377/0001-66 - RFM GONCALVES LICITACOES PUBLICAS LTDA,22/11/2024,22/11/2025,"R$ 38.155,00",1,"R$ 38.155,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,2024NE000072,49.534.946/0001-27 - UPGRADE TECNOLOGIA E INFORMATICA LTDA,30/12/2024,30/12/2025,"R$ 3.600,00",1,"R$ 3.600,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,150004 - STIC,2024NE000073,43.794.816/0001-47 - ARS COMERCIO E SERVICOS DE TECNOLOGIA LTDA,30/12/2024,30/12/2025,"R$ 6.850,00",1,"R$ 6.850,00",Consulta Contratos Contratos.gov.br Min Educação 26000
26000 - MINISTERIO DA EDUCACAO,152004 - IBC/RJ,2024NE400050,69.112.514/0001-35 - PRIMASOFT INFORMATICA LTDA.,01/07/2024,01/07/2025,"R$ 26.157,60",12,"R$ 2.179,80",Consulta Contratos Contratos.gov.br Min Educação 26000
51000 - MINISTERIO DO ESPORTE,550026 - CGCR,00007/2021,00.336.701/0001-04 - TELECOMUNICACOES BRASILEIRAS SA TELEBRAS,25/05/2021,25/05/2025,"R$ 87.540,69",12,"R$ 7.295,06",Consulta Contratos Contratos.gov.br Min Esporte 51000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00001/2018,05.510.654/0004-21 - POSITIVO S+ SOLUCOES EM TI S.A,02/01/2018,01/01/2023,"R$ 3.119.808,00",12,"R$ 259.984,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00001/2021,11.905.103/0001-17 - LIGHTBASE SERVICOS E CONSULTORIA EM SOFTWARE PUBLICO LTDA,11/05/2021,10/05/2026,"R$ 2.963.484,00",12,"R$ 246.957,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00001/2022,11.508.825/0001-38 - RJR SERVICOS DE INFORMATICA LTDA,20/01/2022,19/01/2027,"R$ 12.985.240,00",36,"R$ 360.701,11",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00001/2023,07.171.299/0001-96 - CENTRAL IT TECNOLOGIA DA INFORMACAO S/A,23/02/2023,22/02/2026,"R$ 6.433.589,76",24,"R$ 268.066,24",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00001/2023,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),10/05/2023,09/05/2025,"R$ 4.867.512,64",1,"R$ 4.867.512,64",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00001/2023,38.064.420/0001-04 - CYBER LABS TECNOLOGIA LTDA,24/02/2023,25/03/2026,"R$ 51.800,00",1,"R$ 51.800,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00001/2023,42.422.253/0001-01 - EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA S.A. - DATAPREV,11/01/2023,10/01/2026,"R$ 135.134.916,60",12,"R$ 11.261.243,05",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170133 - SRRF08,00001/2024,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,01/03/2024,29/02/2028,"R$ 2.406.017,83",1,"R$ 2.406.017,83",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170479 - CARF,00001/2024,03.619.767/0005-15 - TORINO INFORMATICA LTDA..,09/02/2024,09/02/2025,"R$ 3.971.360,00",1,"R$ 3.971.360,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00001/2024,413.863.608-05 - THIAGO TEIXEIRA ALVES,01/07/2024,31/12/2024,"R$ 0,00",1,"R$ 0,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170262 - DRF S.J. DOS CAMPOS,00002/2018,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,01/08/2018,31/07/2023,"R$ 47.511,48",1,"R$ 47.511,48",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170116 - SRRF07,00002/2018,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,24/09/2018,24/09/2023,"R$ 99.001,53",12,"R$ 8.250,13",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00002/2018,07.171.299/0001-96 - CENTRAL IT TECNOLOGIA DA INFORMACAO S/A,02/01/2018,01/01/2023,"R$ 881.985,00",12,"R$ 73.498,75",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170072 - DRF ARACAJU,00002/2020,02.902.072/0001-50 - QUALYCOPY COMERCIO E SERVICOS LTDA,01/04/2020,31/03/2025,"R$ 121.363,20",48,"R$ 2.528,40",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170116 - SRRF07,00002/2021,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,15/03/2021,15/03/2026,"R$ 343.219,55",12,"R$ 28.601,63",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00002/2022,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,02/05/2022,01/05/2026,"R$ 2.676.769,71",24,"R$ 111.532,07",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00002/2023,05.510.654/0004-21 - POSITIVO S+ SOLUCOES EM TI S.A,14/06/2023,13/06/2025,"R$ 1.182.000,00",12,"R$ 98.500,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00002/2023,"94.316.916/0005-22 - LTA-RH INFORMATICA, COMERCIO, REPRESENTACOES LTDA",12/01/2023,12/01/2024,"R$ 213.200,00",1,"R$ 213.200,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00002/2024,23.518.065/0001-29 - XP ON CONSULTORIA LTDA,10/05/2024,10/05/2026,"R$ 196.200,00",1,"R$ 196.200,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170479 - CARF,00002/2024,23.880.630/0002-84 - WETALK TECNOLOGIA DA INFORMACAO LTDA,02/05/2024,02/05/2025,"R$ 419.000,00",1,"R$ 419.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00002/2024,04.305.879/0001-30 - S3ENG - TECNOLOGIA APLICADA A ENGENHARIA LTDA - ALTOQI,14/08/2024,13/02/2025,"R$ 0,01",1,"R$ 0,01",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170040 - SRRF03,00002/2025,11.984.609/0001-69 - U.M. SOLUCOES EM IMPRESSAO LTDA.,20/01/2025,19/01/2026,"R$ 19.008,12",1,"R$ 19.008,12",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170088 - SRRF06,00003/2020,07.346.326/0001-14 - REPROS SOLUCOES EM TECNOLOGIA LTDA,01/04/2020,31/03/2023,"R$ 71.905,68",36,"R$ 1.997,38",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00003/2021,42.422.253/0001-01 - EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA S.A. - DATAPREV,06/10/2021,10/06/2025,"R$ 54.070.000,94",12,"R$ 4.505.833,41",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170116 - SRRF07,00003/2021,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,15/03/2021,15/03/2026,"R$ 66.937,68",12,"R$ 5.578,14",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00003/2023,07.094.346/0001-45 - G4F SOLUCOES CORPORATIVAS LTDA,20/06/2023,19/06/2025,"R$ 1.293.999,84",12,"R$ 107.833,32",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170479 - CARF,00003/2024,23.518.065/0001-29 - XP ON CONSULTORIA LTDA,02/05/2024,02/05/2025,"R$ 65.400,00",1,"R$ 65.400,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170088 - SRRF06,00004/2022,05.506.933/0001-79 - WEBDOC LOCACOES LTDA,03/10/2022,02/10/2026,"R$ 400.140,00",48,"R$ 8.336,25",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00004/2023,00.928.375/0001-16 - DELTALAB CONSULTORIA E TREINAMENTOS LTDA,14/06/2023,13/06/2024,"R$ 169.967,28",12,"R$ 14.163,94",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00004/2023,06.033.739/0001-86 - TS CONSULTORIA EMPRESARIAL S.A.,01/08/2023,31/07/2026,"R$ 31.196.537,73",1,"R$ 31.196.537,73",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00004/2025,08.911.585/0001-03 - WYNTECH SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,22/04/2025,22/04/2027,"R$ 6.331.161,84",1,"R$ 6.331.161,84",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201053 - SEGES/ME,00005/2018,00.330.845/0001-45 - SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS-SEBRAE,03/10/2018,02/10/2022,"R$ 0,00",1,"R$ 0,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00005/2020,03.620.200/0001-35 - PRO-SYSTEMS INFORMATICA LTDA,05/02/2020,04/02/2025,"R$ 178.800,12",1,"R$ 178.800,12",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00005/2020,42.422.253/0001-01 - EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA S.A. - DATAPREV,25/09/2020,24/09/2025,"R$ 1.337.438,84",24,"R$ 55.726,62",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170217 - SRRF02,00005/2021,21.950.129/0001-30 - PRGNET SERVICO DE TELECOMUNICACAO LTDA,24/03/2021,23/03/2022,"R$ 11.760,00",12,"R$ 980,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00005/2023,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,09/11/2023,08/11/2026,"R$ 141.550,00",1,"R$ 141.550,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170116 - SRRF07,00005/2023,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,06/02/2023,06/02/2026,"R$ 42.465,00",3,"R$ 14.155,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00005/2024,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,25/11/2024,25/11/2025,"R$ 166.207,80",1,"R$ 166.207,80",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00006/2018,02.593.165/0001-40 - GARTNER DO BRASIL SERVICOS DE PESQUISAS LTDA.,28/05/2018,27/05/2023,"R$ 1.938.215,66",12,"R$ 161.517,97",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00006/2020,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),24/09/2020,24/09/2024,"R$ 3.858.753,90",12,"R$ 321.562,83",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00006/2020,15.011.059/0001-52 - EMPRESA MATO-GROSSENSE DE TECNOLOGIA DA INFORMACAO - MTI,30/12/2020,19/01/2022,"R$ 226.333,33",1,"R$ 226.333,33",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170177 - SRRF10,00006/2021,04.731.983/0001-97 - DISKTONER COPIADORAS E IMPRESSORAS LTDA,01/09/2021,01/09/2025,"R$ 48.733,49",1,"R$ 48.733,49",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170028 - DRF SAO LUIS,00006/2021,05.060.367/0001-14 - TECHNOCOPY EQUIPAMENTOS SUPRIMENTOS E SERVICOS LTDA,03/03/2021,03/03/2025,"R$ 52.646,40",12,"R$ 4.387,20",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00006/2022,"94.316.916/0005-22 - LTA-RH INFORMATICA, COMERCIO, REPRESENTACOES LTDA",14/04/2022,14/04/2023,"R$ 8.571.800,00",1,"R$ 8.571.800,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00006/2023,13.789.844/0001-05 - PERALLIS CONSULTORIA E CAPACITACAO EM TI LTDA.,01/12/2023,31/01/2026,"R$ 53.856,00",1,"R$ 53.856,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00006/2023,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),11/11/2023,10/11/2025,"R$ 181.668.462,60",1,"R$ 181.668.462,60",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00006/2025,03.620.200/0001-35 - PRO-SYSTEMS INFORMATICA LTDA,05/03/2025,04/03/2028,"R$ 879.548,00",1,"R$ 879.548,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00007/2018,806030 - SERPRO - SEDE - BRASILIA,11/11/2018,10/11/2023,"R$ 141.007.515,84",9,"R$ 15.667.501,76",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00007/2019,42.422.253/0001-01 - EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA S.A. - DATAPREV,11/12/2019,11/12/2024,"R$ 1.629.945,73",1,"R$ 1.629.945,73",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170058 - SRRF04,00007/2020,11.844.663/0001-09 - 1TELECOM SERVICOS DE TECNOLOGIA EM INTERNET LTDA,13/04/2020,13/04/2026,"R$ 158.087,93",12,"R$ 13.173,99",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00007/2020,02.593.165/0001-40 - GARTNER DO BRASIL SERVICOS DE PESQUISAS LTDA.,30/12/2020,29/12/2024,"R$ 1.808.000,00",2,"R$ 904.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00007/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,26/12/2022,26/12/2025,"R$ 34.510,00",1,"R$ 34.510,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00008/2021,36.765.378/0001-23 - MEMORA PROCESSOS INOVADORES S.A.,20/12/2021,19/12/2022,"R$ 521.210,88",1,"R$ 521.210,88",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00008/2022,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,27/04/2022,27/04/2024,"R$ 248.582,87",1,"R$ 248.582,87",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00008/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,30/12/2022,30/12/2025,"R$ 28.310,00",1,"R$ 28.310,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170217 - SRRF02,00008/2023,"13.645.308/0001-36 - CONNECTION - ADVISORY, OUTSOURCING AND SERVICES LTDA",27/04/2023,26/12/2024,"R$ 40.000,00",20,"R$ 2.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00008/2023,07.322.276/0001-35 - SYDLE SISTEMAS LTDA,11/12/2023,11/12/2026,"R$ 867.967,80",1,"R$ 867.967,80",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00008/2024,09.022.398/0001-31 - AGEM TECNOLOGIA DISTRIBUIDORA LTDA,21/10/2024,19/12/2024,"R$ 169.884,40",1,"R$ 169.884,40",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170217 - SRRF02,00008/2025,34.924.717/0001-41 - NOAH TELECOMUNICACOES LTDA,12/02/2025,11/02/2027,"R$ 4.847,76",1,"R$ 4.847,76",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00009/2016,42.422.253/0001-01 - EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA S.A. - DATAPREV,01/10/2016,30/09/2021,"R$ 37.540.765,44",2,"R$ 18.770.382,72",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00009/2021,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,29/12/2021,28/12/2022,"R$ 638.724,00",1,"R$ 638.724,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170028 - DRF SAO LUIS,00009/2022,23.428.899/0001-43 - BORBA PROVEDOR LTDA,30/12/2022,29/12/2023,"R$ 1.318,80",12,"R$ 109,90",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170078 - SRRF05,00009/2022,23.518.065/0001-29 - XP ON CONSULTORIA LTDA,16/12/2022,16/12/2027,"R$ 68.997,00",1,"R$ 68.997,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170177 - SRRF10,00009/2023,"04.925.768/0001-27 - EESTAR LOCACOES TRANSPORTES, SERVICOS E COMERCIO LTDA",01/09/2023,31/08/2027,"R$ 74.520,00",48,"R$ 1.552,50",Consulta Contratos Contratos.gov.br Min Fazenda 25000
